frame,t_ms,face_present,ParamAngleX,ParamAngleY,ParamAngleZ,ParamEyeLOpen,ParamEyeROpen,ParamEyeBallX,ParamEyeBallY,ParamMouthOpenY,ParamMouthForm,ParamBodyAngleX,ParamBodyAngleY,ParamBodyAngleZ,ParamBreath
0,0,True,-1.2353400778097208,0.028583651901120888,-0.7169925751304554,0.8548470586538315,0.890748642385006,-0.06294971330623543,-0.22495571868494157,0,-0.0011424319952766382,-0.26765701685877286,0.004287547785168134,-0.11949876252174257,0.19747110857276307
1,67,True,-1.1577195845931558,0.10621212805112634,-0.9546921935124031,0.8526924103498459,0.9002532660961151,-0.06634362599413311,-0.2477825029753149,0,-0.0012902440431616924,-0.25083924332851715,0.01593181920766895,-0.15911536558540051,0.24076259698902236
2,117,True,-1.1345609282366977,0.08882336694910986,-1.1328792306660747,0.8546909093856812,0.9017334952950478,-0.05756700223843968,-0.24783314922824506,0,-0.0012085158803074592,-0.24582153445128452,0.01332350504236648,-0.18881320511101246,0.2751066474160347
3,184,True,-1.1561337305381019,0.101153379868407,-1.1420790473134088,0.8579926043748856,0.9071017503738403,-0.05395681223432934,-0.25770101901143794,0,-0.0010406245594367647,-0.25049564161658877,0.01517300698026105,-0.19034650788556814,0.32304218893509945
4,234,True,-1.1917671240874634,0.1396042384680971,-0.9865603628142647,0.8589741587638855,0.9118877947330475,-0.05777782759230053,-0.2581618593074382,0,-0.000835640672903537,-0.2582162102189504,0.02094063577021457,-0.1644267271357108,0.3602027893767359
5,300,True,-1.165708544662015,0.1707608593093859,-1.0050556206285701,0.8596216440200806,0.9154195934534073,-0.06108921019892609,-0.25740331569686536,0,-0.0006085752773969944,-0.2525701846767699,0.025614128896407885,-0.1675092701047617,0.411174216553472
6,350,True,-1.1796104293108005,0.15833082102304363,-0.9451287455858405,0.8596672117710114,0.9155724570155144,-0.05967478452782547,-0.2527206388302148,0,-0.0005443205210440283,-0.25558225968400683,0.023749623153456547,-0.15752145759764008,0.45005357794786244
7,400,True,-1.2233579256084557,0.09652810591652017,-0.9084975454951414,0.8530745059251785,0.9064290598034859,-0.06620061396222031,-0.2540034690871835,0,-0.000553293972643587,-0.2650608838818321,0.014479215887478025,-0.15141625758252356,0.4892408756430754
8,467,True,-1.296542345828728,0.03159766618427984,-0.8826765664369026,0.8469735682010651,0.8998710587620735,-0.07938186264197743,-0.2580636178143323,0,-0.0006264434144895858,-0.2809175082628911,0.004739649927641976,-0.1471127610728171,0.5414997664132262
9,517,True,-1.353476750641087,0.017132636572609883,-0.8104028749626501,0.8466453105211258,0.9024660289287567,-0.08652680179636395,-0.2658685415051878,0,-0.0006342462372685986,-0.2932532959722355,0.0025698954858914824,-0.13506714582710833,0.5805435412649332
10,567,True,-1.3656059201929378,-0.02307754392991601,-0.769958510184095,0.8475434631109238,0.9008502513170242,-0.0935626793519727,-0.2682077043689788,0,-0.000697631370826457,-0.29588128270846986,-0.0034616315894874018,-0.12832641836401584,0.6189361861173581
11,634,True,-1.2589713513734608,-0.0032839942350442186,-0.6650101969322586,0.8508938699960709,0.9002111405134201,-0.07988272419731533,-0.26562657831236725,0,-0.0007068149619726682,-0.27277712613091654,-0.0004925991352566329,-0.1108350328220431,0.6690733402988421
12,684,True,-1.2701087425038946,-0.011510354170785497,-0.5960487906909941,0.8536434471607208,0.8997881934046745,-0.07291177845160877,-0.2653770672157407,0,-0.0006877273792724736,-0.27519022754251055,-0.0017265531256178245,-0.0993414651151657,0.7054708129227265
13,750,True,-1.2179607305992461,-0.005754513040343134,-0.5170427946364846,0.8553072810173035,0.9019755721092224,-0.06221266648332989,-0.25994401676580314,0,-0.0007495126595813417,-0.26389149162983666,-0.0008631769560514702,-0.08617379910608076,0.752015130010483
14,800,True,-1.3096448721371894,-0.0001173798675218052,-0.4516307711499133,0.8593650311231613,0.9047679901123047,-0.06913185118298447,-0.25637228526175027,0,-0.0007502398998440185,-0.28375638896305766,-1.7606980128270778e-05,-0.07527179519165221,0.7851202625285462
15,850,True,-1.3602592383695953,-0.0063667711722432685,-0.3716119256617369,0.8610270619392395,0.9080195128917694,-0.07790817132751858,-0.25240577543154363,0,-0.0007759021300444147,-0.29472283498007895,-0.0009550156758364903,-0.06193532094362282,0.8164675338160123
16,916,True,-1.3867680267247442,0.006605667225814571,-0.2822075235191017,0.8592344224452972,0.906865768134594,-0.10215032658140576,-0.25635985583066945,0,-0.000829037729204174,-0.30046640579036127,0.0009908500838721856,-0.047034587253183616,0.8546623647861369
17,967,True,-1.3404062432941275,0.08069893099076264,-0.25647719348270265,0.8591883480548859,0.9052442759275436,-0.09505105203549778,-0.2476196463219822,0,-0.0006545065803038597,-0.2904213527137276,0.012104839648614396,-0.04274619891378378,0.8817289815477926
18,1034,True,-1.2085388475132552,0.1353393127903475,-0.3748164680788427,0.857931911945343,0.9059962034225464,-0.08956468476514733,-0.23620093399658804,0,-0.0006382457008839992,-0.261850083627872,0.020300896918552126,-0.06246941134647379,0.913407803449757
19,1083,True,-0.3412732446196142,0.1238975179344779,-2.023423881960475,0.849272146821022,0.905626155436039,-0.04166032000045693,-0.24470762135460977,0,-0.000709277220266813,-0.07394253633424974,0.018584627690171687,-0.3372373136600792,0.9337699222005573
20,1133,True,1.3089392098679689,0.22695193296206106,-4.283888920251837,0.8451646566390991,0.9034544602036476,0.07627446485151136,-0.260680524352938,0,-0.0011577903701436298,0.28360349547139324,0.03404278994430916,-0.7139814867086394,0.951944263867834
21,1200,True,2.2864399141818463,0.21682355105149576,-6.493374538787949,0.8312034755945206,0.8932285979390144,0.17011446088020288,-0.2561379617080093,0,-0.001464726160520513,0.49539531473940007,0.03252353265772436,-1.0822290897979914,0.9720934000094053
22,1249,True,3.305290208664506,0.41413076771804036,-10.014074731280559,0.808013305068016,0.8896379247307777,0.21517632716734492,-0.2620000184513629,0,-0.0010053036507997604,0.7161462118773096,0.06211961515770605,-1.6690124552134264,0.983360384104826
23,1317,True,5.487040616251717,0.8680889574513468,-17.890640464758658,0.8070113509893417,0.8798811882734299,0.3995090436789074,-0.2331981269642711,0,-0.0007069439361657714,1.1888588001878722,0.13021334361770204,-2.9817734107931098,0.9942072756657111
24,1367,True,8.75455012465954,1.2079711550931451,-25.84526743542672,0.8158839195966721,0.8735595792531967,0.49068563851927005,-0.2285692144185305,0,-0.0010167078767153725,1.8968191936762338,0.18119567326397176,-4.30754457257112,0.9986321972647273
25,1417,True,10.992171187424981,1.0410653910462617,-30,0.847116231918335,0.866228774189949,0.5422975092793682,-0.20982023300603037,0,-0.009321479555183032,2.381637090608746,0.15615980865693926,-5,0.999994448357798
26,1484,True,14.752672643839123,1.4787349863101173,-30,0.8382841795682907,0.8538585752248764,0.5894024476425589,-0.17963763391599064,0,-0.019340513526913128,3.1964124061651433,0.2218102479465176,-5,0.9970148536758672
27,1534,True,17.771593037792496,1.6247856932716003,-30,0.87008036673069,0.8891710340976715,0.6144437681201712,-0.10431653978303078,0,-0.014899765387781372,3.8505118248550407,0.24371785399074006,-5,0.9912023959887399
28,1600,True,19.89308292466171,1.4182129416870204,-30,0.9079984799027443,0.9069693833589554,0.620733989648787,-0.013257227558642656,0,-0.017496465178737708,4.310167967010037,0.21273194125305306,-5,0.9787429045511714
29,1650,True,21.97214377385803,1.6771570946798464,-30,0.9125308021903038,0.9304099902510643,0.696913725476978,-0.05295128161087635,0,-0.018144882198157575,4.760631151002573,0.25157356420197696,-5,0.9660070974389723
30,1717,True,24.170602678563576,2.2350848047134066,-30,0.9123589769005775,0.9142672792077065,0.7373566728334741,-0.06668458944186571,0,-0.024668162512170966,5.236963913688774,0.335262720707011,-5,0.9444646098105567
31,1766,True,25.268222008961814,2.40453466095384,-30,0.9064031839370728,0.8867461010813713,0.7436621399380133,-0.05978209497407082,0,-0.026995363147761964,5.474781435275061,0.36068019914307603,-5,0.9254972408973459
32,1816,True,25.321511396713284,2.4213763473547907,-30,0.9080316349864006,0.8781467154622078,0.755058666297035,-0.03963584052398804,0,-0.027758079955674475,5.486327469287877,0.3632064521032186,-5,0.9036295705785673
33,1884,True,25.317184491938722,2.3249358198174166,-30,0.9123257845640182,0.8701487183570862,0.7502173688104709,-0.029655880946666033,0,-0.037386038459317206,5.48538997325339,0.3487403729726125,-5,0.8700269075935511
34,1934,True,23.669787384605442,2.034055411979338,-30,0.9191349148750305,0.8931115046143532,0.7104045055590437,-0.04913190724328163,0,-0.03531983717766707,5.128453933331179,0.30510831179690073,-5,0.8426169192714884
35,1983,True,22.093722980892615,1.6602404333870142,-30,0.933169886469841,0.9116064608097076,0.6774912630922959,-0.052069604117423327,0,-0.036902225426274526,4.786973312526734,0.24903606500805214,-5,0.8134786995935388
36,2050,True,19.36481598653103,1.1559504265666396,-30,0.9422606788575649,0.9135644137859344,0.6522865073189937,0.01065468443557617,0,-0.029458671971951844,4.195710130415057,0.17339256398499595,-5,0.7703624531304715
37,2100,True,15.40847675877584,1.1832102507036995,-30,0.9134523123502731,0.8693580329418182,0.46019894340009027,-0.11599525036290291,0,-0.007214002630462346,3.3385032977347655,0.17748153760555493,-5,0.736529140405518
38,2167,True,13.408688380617386,1.071785131949607,-30,0.8819989562034607,0.8727441281080246,0.4328482130209782,-0.11414905795827511,0,-0.005816923611973834,2.9052158158004335,0.16076776979244106,-5,0.6891627598536441
39,2216,True,10.369250200276179,1.0436716024165822,-26.735212450719054,0.8734099417924881,0.798055961728096,0.30242956757013284,-0.2134086007252336,0,-0.006282974982354972,2.2466708767265056,0.15655074036248734,-4.455868741786509,0.6530138210942503
40,2284,True,6.8255427991897575,0.6900765717490227,-18.532037143860894,0.8593180626630783,0.7590379565954208,0.22951455788154684,-0.22124000703915958,0,-0.004691018650532897,1.4788676064911144,0.1035114857623534,-3.088672857310149,0.6017012595625149
41,2334,True,4.313818809527109,0.31687159931977416,-10.10226076393544,0.8737442344427109,0.7713179737329483,0.08193405625809515,-0.26230209898203616,0,-0.0014886963665503572,0.934660742064207,0.04753073989796613,-1.6837101273225734,0.5629003713347134
42,2384,True,3.192873976827043,0.4674330770494439,-5.215949986604784,0.8287865817546844,0.7746149897575378,0.08231407684673155,-0.34010704881511633,0,-0.0013253879641297317,0.6917893616458594,0.07011496155741659,-0.869324997767464,0.5238670311942414
43,2450,True,1.0719533794524123,0.6716699530923274,0.5506879266998452,0.835390254855156,0.8040534406900406,0.022631512968135717,-0.30915716635063295,0,-0.0006294822273957834,0.2322565655480227,0.10075049296384911,0.09178132111664086,0.47150549308227946
44,2500,True,-0.2671171235775005,0.2502199963096299,4.240115378794825,0.8551593124866486,0.8792606145143509,-0.01907708867053902,-0.3110294274054468,0.1610552893056498,0.00865679740672931,-0.05787537677512511,0.03753299944644448,0.7066858964658042,0.4324275399181672
45,2566,True,-0.28237643471592183,0.00451161938243505,5.800092844348009,0.8283897936344147,0.854074239730835,-0.059780763448881266,-0.26331905666738753,0.25370587156964586,0.318315750308102,-0.0611815608551164,0.0006767429073652576,0.9666821407246682,0.3817505014881376
46,2617,True,-0.18413297520702024,-0.30748966882969153,6.864115045480977,0.7954503744840622,0.8428268730640411,-0.037249540896820185,-0.24803337426856165,0.1507476723039305,0.6577627247315831,-0.039895477961521056,-0.04612345032445373,1.1440191742468295,0.34325235253445113
47,2684,True,0.24319233669787182,-0.6143961391091466,6.809891740915624,0.7776621580123901,0.8323973119258881,-0.032916409881519434,-0.2440820063464344,0.03981740985597883,0.8142281312029809,0.05269167295120556,-0.092159420866372,1.1349819568192707,0.2945291870772944
